date,BBQ,chicken,recipe,isPartial
2022-03-13,5,40,45,False
2022-03-20,9,39,44,False
2022-03-27,6,38,43,False
2022-04-03,6,41,49,False
2022-04-10,11,39,54,False
2022-04-17,11,38,46,False
2022-04-24,9,38,42,False
2022-05-01,9,35,44,False
2022-05-08,11,39,43,False
2022-05-15,9,37,42,False
2022-05-22,9,39,42,False
2022-05-29,13,43,58,False
2022-06-05,9,39,43,False
2022-06-12,12,38,46,False
2022-06-19,10,38,46,False
2022-06-26,8,37,44,False
2022-07-03,11,34,45,False
2022-07-10,14,36,45,False
2022-07-17,12,36,46,False
2022-07-24,8,37,48,False
2022-07-31,8,35,45,False
2022-08-07,12,36,46,False
2022-08-14,8,38,47,False
2022-08-21,7,36,50,False
2022-08-28,6,38,52,False
2022-09-04,4,34,47,False
2022-09-11,4,37,53,False
2022-09-18,3,40,57,False
2022-09-25,3,39,56,False
2022-10-02,3,40,53,False
2022-10-09,3,39,54,False
2022-10-16,3,40,55,False
2022-10-23,3,40,56,False
2022-10-30,3,42,55,False
2022-11-06,2,39,51,False
2022-11-13,3,39,54,False
2022-11-20,2,36,49,False
2022-11-27,2,34,50,False
2022-12-04,2,35,51,False
2022-12-11,2,35,58,False
2022-12-18,3,38,93,False
2022-12-25,3,34,67,False
2023-01-01,3,44,56,False
2023-01-08,3,45,53,False
2023-01-15,3,44,54,False
2023-01-22,3,43,55,False
2023-01-29,3,42,51,False
2023-02-05,3,43,53,False
2023-02-12,3,42,56,False
2023-02-19,4,43,72,False
2023-02-26,3,42,53,False
2023-03-05,3,45,53,False
2023-03-12,4,43,54,False
2023-03-19,4,41,49,False
2023-03-26,5,42,49,False
2023-04-02,8,41,57,False
2023-04-09,7,43,55,False
2023-04-16,7,41,51,False
2023-04-23,8,42,48,False
2023-04-30,9,46,58,False
2023-05-07,9,41,47,False
2023-05-14,11,41,45,False
2023-05-21,17,39,44,False
2023-05-28,18,41,52,False
2023-06-04,16,38,45,False
2023-06-11,16,38,45,False
2023-06-18,11,38,44,False
2023-06-25,10,38,42,False
2023-07-02,9,40,51,False
2023-07-09,7,37,46,False
2023-07-16,6,39,46,False
2023-07-23,6,39,49,False
2023-07-30,5,39,51,False
2023-08-06,7,41,50,False
2023-08-13,7,38,50,False
2023-08-20,7,38,50,False
2023-08-27,7,39,57,False
2023-09-03,9,39,46,False
2023-09-10,5,38,46,False
2023-09-17,3,39,50,False
2023-09-24,3,38,51,False
2023-10-01,3,40,52,False
2023-10-08,3,39,49,False
2023-10-15,3,41,53,False
2023-10-22,3,39,55,False
2023-10-29,3,41,55,False
2023-11-05,3,39,54,False
2023-11-12,3,41,53,False
2023-11-19,3,42,54,False
2023-11-26,2,39,52,False
2023-12-03,3,37,55,False
2023-12-10,3,43,61,False
2023-12-17,3,44,82,False
2023-12-24,3,46,80,False
2023-12-31,3,47,59,False
2024-01-07,3,46,56,False
2024-01-14,3,46,58,False
2024-01-21,3,45,56,False
2024-01-28,3,43,53,False
2024-02-04,3,42,55,False
2024-02-11,3,42,78,False
2024-02-18,3,43,54,False
2024-02-25,3,44,52,False
2024-03-03,3,43,52,False
2024-03-10,3,43,52,False
2024-03-17,4,43,52,False
2024-03-24,6,43,58,False
2024-03-31,6,42,51,False
2024-04-07,6,42,50,False
2024-04-14,6,42,47,False
2024-04-21,6,43,48,False
2024-04-28,7,41,47,False
2024-05-05,16,40,47,False
2024-05-12,12,40,43,False
2024-05-19,12,39,42,False
2024-05-26,10,41,50,False
2024-06-02,10,40,43,False
2024-06-09,8,40,48,False
2024-06-16,10,38,44,False
2024-06-23,12,37,41,False
2024-06-30,8,36,42,False
2024-07-07,7,38,46,False
2024-07-14,9,38,44,False
2024-07-21,9,37,47,False
2024-07-28,11,37,45,False
2024-08-04,8,39,47,False
2024-08-11,10,38,47,False
2024-08-18,8,39,50,False
2024-08-25,7,37,51,False
2024-09-01,5,39,49,False
2024-09-08,4,40,51,False
2024-09-15,4,39,49,False
2024-09-22,3,40,50,False
2024-09-29,3,40,53,False
2024-10-06,3,44,54,False
2024-10-13,3,42,54,False
2024-10-20,3,42,55,False
2024-10-27,3,42,57,False
2024-11-03,3,41,52,False
2024-11-10,3,42,51,False
2024-11-17,3,41,53,False
2024-11-24,3,38,50,False
2024-12-01,2,39,52,False
2024-12-08,3,39,52,False
2024-12-15,3,39,66,False
2024-12-22,3,38,91,False
2024-12-29,3,46,62,False
2025-01-05,3,48,53,False
2025-01-12,3,46,52,False
2025-01-19,3,47,53,False
2025-01-26,3,45,52,False
2025-02-02,3,46,53,False
2025-02-09,3,45,51,False
2025-02-16,3,45,52,False
2025-02-23,4,46,49,False
2025-03-02,5,45,67,False
2025-03-09,5,44,49,False
2025-03-16,6,45,48,False
2025-03-23,6,43,49,False
2025-03-30,9,43,44,False
2025-04-06,13,47,47,False
2025-04-13,9,45,57,False
2025-04-20,9,44,48,False
2025-04-27,15,43,41,False
2025-05-04,13,46,46,False
2025-05-11,15,42,43,False
2025-05-18,10,42,44,False
2025-05-25,10,44,49,False
2025-06-01,8,42,45,False
2025-06-08,9,39,44,False
2025-06-15,14,41,44,False
2025-06-22,10,41,42,False
2025-06-29,10,39,42,False
2025-07-06,12,44,44,False
2025-07-13,9,40,45,False
2025-07-20,8,43,45,False
2025-07-27,7,42,49,False
2025-08-03,8,44,56,False
2025-08-10,10,41,51,False
2025-08-17,8,43,53,False
2025-08-24,7,42,56,False
2025-08-31,4,43,53,False
2025-09-07,4,42,53,False
2025-09-14,3,45,54,False
2025-09-21,3,42,59,False
2025-09-28,3,45,58,False
2025-10-05,3,44,58,False
2025-10-12,3,45,59,False
2025-10-19,3,46,59,False
2025-10-26,3,44,63,False
2025-11-02,3,45,60,False
2025-11-09,3,42,59,False
2025-11-16,3,43,62,False
2025-11-23,3,45,66,True
